NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HAENSLER	HAENSLER	Details ...	28	-0.35717583	-1.1375746	0.2759434	0.2759434	0.117	1029	tags=21%, list=7%, signal=23%	
