NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOSSELIN_SIGNATURE	GOSSELIN_SIGNATURE	Details ...	28	-0.7343725	-2.3228765	0.0	0.0	0.0	59	tags=18%, list=0%, signal=18%	
