NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
WSB1	1	WSB1	
WSB2	1	WSB2	
ANKHD1-EIF4EBP3	1	ANKHD1-EIF4EBP3	
IFT80	1	IFT80	
IFT88	1	IFT88	
ZSCAN16-AS1	1	ZSCAN16-AS1	
IFT81	1	IFT81	
LIN28B-AS1	1	LIN28B-AS1	
LINC02822	1	LINC02822	
MAML3	1	MAML3	
UBA52	1	UBA52	
LINC02821	1	LINC02821	
LINC02861	1	LINC02861	
NEDD4L	1	NEDD4L	
OR1I1	1	OR1I1	
SLAIN2	1	SLAIN2	
ATXN7L3B	1	ATXN7L3B	
A1BG	1	A1BG	
SLAIN1	1	SLAIN1	
LINC01524	1	LINC01524	
LINC01521	1	LINC01521	
LINC01522	1	LINC01522	
REPIN1-AS1	1	REPIN1-AS1	
GSDMD	1	GSDMD	
GSDMB	1	GSDMB	
GSDMA	1	GSDMA	
RNASE10	1	RNASE10	
TMEM192	1	TMEM192	
FLJ40194	1	FLJ40194	
TMEM199	1	TMEM199	
CYLD	1	CYLD	
ASAH2B	1	ASAH2B	
LINC01517	1	LINC01517	
LINC02848	1	LINC02848	
CHRFAM7A	1	CHRFAM7A	
LINC01515	1	LINC01515	
LINC02840	1	LINC02840	
GSDME	1	GSDME	
TMEM181	1	TMEM181	
TMEM182	1	TMEM182	
TMEM186	1	TMEM186	
TMEM187	1	TMEM187	
TMSB4X	1	TMSB4X	
TMSB4Y	1	TMSB4Y	
LDLRAP1	1	LDLRAP1	
GPRASP1	1	GPRASP1	
GPRASP2	1	GPRASP2	
SLC2A11	1	SLC2A11	
SLC2A13	1	SLC2A13	
TACR2	1	TACR2	
FN3KRP	1	FN3KRP	
TMEM175	1	TMEM175	
TMEM177	1	TMEM177	
LSG1	1	LSG1	
SLCO4A1	1	SLCO4A1	
PLPPR2	1	PLPPR2	
ANKRD55	1	ANKRD55	
ASIP	1	ASIP	
TMEM160	1	TMEM160	
TMEM163	1	TMEM163	
OR1M1	1	OR1M1	
TMEM164	1	TMEM164	
TMEM165	1	TMEM165	
TMEM168	1	TMEM168	
TMEM169	1	TMEM169	
LINC02817	1	LINC02817	
LINC02812	1	LINC02812	
ANKRD54	1	ANKRD54	
ANKRD52	1	ANKRD52	
ANKRD50	1	ANKRD50	
ANKRD66	1	ANKRD66	
TMEM154	1	TMEM154	
ERP44	1	ERP44	
TMEM156	1	TMEM156	
ZNFX1	1	ZNFX1	
SLCO4C1	1	SLCO4C1	
HMGA1P4	1	HMGA1P4	
LINC02802	1	LINC02802	
ANKRD61	1	ANKRD61	
ANKRD39	1	ANKRD39	
ANKRD37	1	ANKRD37	
LINC00265	1	LINC00265	
ANKRD35	1	ANKRD35	
ANKRD36	1	ANKRD36	
DOCK4-AS1	1	DOCK4-AS1	
ZFP36	1	ZFP36	
NAGLU	1	NAGLU	
ZFP30	1	ZFP30	
GRB10	1	GRB10	
TMSB10	1	TMSB10	
ZFP37	1	ZFP37	
LINC01588	1	LINC01588	
ANKRD49	1	ANKRD49	
ANKRD46	1	ANKRD46	
ANKRD44	1	ANKRD44	
CD180	1	CD180	
SYPL2	1	SYPL2	
CLIP3	1	CLIP3	
BSCL2	1	BSCL2	
CLIP2	1	CLIP2	
CLIP1	1	CLIP1	
SYPL1	1	SYPL1	
ZFP41	1	ZFP41	
SETBP1-DT	1	SETBP1-DT	
CLIP4	1	CLIP4	
ERP29	1	ERP29	
ANKRD42	1	ANKRD42	
LINC01579	1	LINC01579	
ERP27	1	ERP27	
ANKRD40	1	ANKRD40	
PHPT1	1	PHPT1	
MAD1L1	1	MAD1L1	
ANKRD17	1	ANKRD17	
ANKRD16	1	ANKRD16	
CD151	1	CD151	
SSBP3-AS1	1	SSBP3-AS1	
ANKRD11	1	ANKRD11	
ANKRD12	1	ANKRD12	
ILDR2	1	ILDR2	
HMBOX1	1	HMBOX1	
ANKRD10	1	ANKRD10	
LINC00278	1	LINC00278	
ESRRA	1	ESRRA	
ANKRD28	1	ANKRD28	
LINC00273	1	LINC00273	
CD164	1	CD164	
ANKRD29	1	ANKRD29	
ANKRD26	1	ANKRD26	
CD163	1	CD163	
ANKRD27	1	ANKRD27	
IFTAP	1	IFTAP	
LINC00276	1	LINC00276	
ANKRD24	1	ANKRD24	
CD160	1	CD160	
ANKRD22	1	ANKRD22	
LINC00271	1	LINC00271	
DARS1-AS1	1	DARS1-AS1	
ESRRB	1	ESRRB	
ANKRD23	1	ANKRD23	
LSM1	1	LSM1	
ASNS	1	ASNS	
LSM5	1	LSM5	
LSM4	1	LSM4	
LSM3	1	LSM3	
LSM2	1	LSM2	
CNOT4	1	CNOT4	
TRMT9B	1	TRMT9B	
LSM8	1	LSM8	
CNOT6	1	CNOT6	
LSM7	1	LSM7	
ZFP69	1	ZFP69	
LSM6	1	LSM6	
CNOT7	1	CNOT7	
CNOT1	1	CNOT1	
ZFP62	1	ZFP62	
CNOT2	1	CNOT2	
ZFP64	1	ZFP64	
CNOT3	1	CNOT3	
TADA3	1	TADA3	
TADA1	1	TADA1	
CNOT8	1	CNOT8	
LINC01597	1	LINC01597	
EIF4G3	1	EIF4G3	
CNOT9	1	CNOT9	
EIF4G2	1	EIF4G2	
EIF4G1	1	EIF4G1	
LINC01551	1	LINC01551	
EIF4E3	1	EIF4E3	
LINC02882	1	LINC02882	
LINC00221	1	LINC00221	
LSP1	1	LSP1	
ZFP82	1	ZFP82	
NAGPA	1	NAGPA	
SGCE	1	SGCE	
SGCB	1	SGCB	
LINC02878	1	LINC02878	
LINC01546	1	LINC01546	
LINC01547	1	LINC01547	
LINC00216	1	LINC00216	
HIF1AN	1	HIF1AN	
LINC02871	1	LINC02871	
STAM-DT	1	STAM-AS1	
VWF	1	VWF	
ZFP92	1	ZFP92	
ZFP91	1	ZFP91	
ELOA-AS1	1	ELOA-AS1	
ZFP90	1	ZFP90	
ASPM	1	ASPM	
ASPH	1	ASPH	
ESRP2	1	ESRP2	
LINC01535	1	LINC01535	
LINC00205	1	LINC00205	
SNRPA1	1	SNRPA1	
LINC01537	1	LINC01537	
EIF4E2	1	EIF4E2	
LINC01531	1	LINC01531	
LINC00200	1	LINC00200	
ASPA	1	ASPA	
LINC01534	1	LINC01534	
NLGN3	1	NLGN3	
MIR155HG	1	MIR155HG	
LINC01572	1	LINC01572	
NLGN2	1	NLGN2	
LINC01568	1	LINC01568	
LINC02899	1	C5orf17	
LINC01569	1	LINC01569	
SNRPB2	1	SNRPB2	
WASF1	1	WASF1	
WASF2	1	WASF2	
WASF3	1	WASF3	
LINC02898	1	C2orf91	
LINC00235	1	LINC00235	
LINC01560	1	LINC01560	
CDRT4	1	CDRT4	
LINC01562	1	LINC01562	
TXNRD3	1	TXNRD3	
TXNRD2	1	TXNRD2	
TXNRD1	1	TXNRD1	
LINC02889	1	LINC02889	
ATP6V1G2-DDX39B	1	ATP6V1G2-DDX39B	
RHEBL1	1	RHEBL1	
MMACHC	1	MMACHC	
CBLN3	1	CBLN3	
CDRT1	1	CDRT1	
LINC02887	1	LINC02887	
STEEP1	1	CXorf56	
ERVK13-1	1	ERVK13-1	
FAAH	1	FAAH	
LST1	1	LST1	
UMAD1	1	UMAD1	
GDE1	1	GDE1	
HGH1	1	HGH1	
PKD2L1	1	PKD2L1	
PKD2L2	1	PKD2L2	
NADSYN1	1	NADSYN1	
RAPGEFL1	1	RAPGEFL1	
TRMT44	1	TRMT44	
ZFPL1	1	ZFPL1	
AGFG2	1	AGFG2	
AGFG1	1	AGFG1	
HEXD-IT1	1	HEXD-IT1	
ITGB2-AS1	1	ITGB2-AS1	
CYP27A1	1	CYP27A1	
CARHSP1	1	CARHSP1	
RRAGA	1	RRAGA	
RRAGC	1	RRAGC	
RRAGB	1	RRAGB	
PDE12	1	PDE12	
CD109	1	CD109	
RRAGD	1	RRAGD	
VDAC3	1	VDAC3	
VDAC2	1	VDAC2	
VDAC1	1	VDAC1	
ZFPM2	1	ZFPM2	
CBLL1	1	CBLL1	
ZFPM1	1	ZFPM1	
CD101	1	CD101	
NECAB3	1	NECAB3	
PDE1B	1	PDE1B	
EIF5A2	1	EIF5A2	
TRMT2A	1	TRMT2A	
CD99L2	1	CD99L2	
TRMT2B	1	TRMT2B	
CYP27B1	1	CYP27B1	
DGUOK	1	DGUOK	
NUAK1	1	NUAK1	
NUAK2	1	NUAK2	
VPS8	1	VPS8	
FADD	1	FADD	
TRMT1L	1	TRMT1L	
ZRSR2	1	ZRSR2	
SIAH2	1	SIAH2	
PDE2A	1	PDE2A	
SIAH1	1	SIAH1	
DDIT4L	1	DDIT4L	
IFNLR1	1	IFNLR1	
HSPBAP1	1	HSPBAP1	
ACADSB	1	ACADSB	
UBAC1	1	UBAC1	
UBAC2	1	UBAC2	
GDF9	1	GDF9	
SCARNA9	1	SCARNA9	
STAG1	1	STAG1	
CYP27C1	1	CYP27C1	
STAG2	1	STAG2	
STAG3	1	STAG3	
CORO6	1	CORO6	
PDE3A	1	PDE3A	
TRMT12	1	TRMT12	
TRMT13	1	TRMT13	
ALDH18A1	1	ALDH18A1	
TRMT11	1	TRMT11	
CORO7	1	CORO7	
INKA2	1	INKA2	
INKA1	1	INKA1	
OR2A1	1	OR2A1	
GIHCG	1	GIHCG	
CLIC4	1	CLIC4	
TTN-AS1	1	TTN-AS1	
FASTKD1	1	FASTKD1	
GDI1	1	GDI1	
FASTKD2	1	FASTKD2	
SH3KBP1	1	SH3KBP1	
FASTKD3	1	FASTKD3	
FAF1	1	FAF1	
GDI2	1	GDI2	
FAF2	1	FAF2	
ZBTB8OS	1	ZBTB8OS	
STAB1	1	STAB1	
CLIC2	1	CLIC2	
CLIC1	1	CLIC1	
MAP4K1	1	MAP4K1	
LINC00174	1	LINC00174	
PRMT6	1	PRMT6	
PRMT5	1	PRMT5	
MAP4K2	1	MAP4K2	
MANBA	1	MANBA	
ATP6V0B	1	ATP6V0B	
PRMT7	1	PRMT7	
PRMT2	1	PRMT2	
PRMT1	1	PRMT1	
PRMT3	1	PRMT3	
LINC00173	1	LINC00173	
BBS10	1	BBS10	
BBS12	1	BBS12	
WAC	1	WAC	
FASTKD5	1	FASTKD5	
RDH5	1	RDH5	
SGK3	1	SGK3	
UMPS	1	UMPS	
KPTN	1	KPTN	
SGK1	1	SGK1	
SGK2	1	SGK2	
PRMT9	1	PRMT9	
ATP6V0C	1	ATP6V0C	
RAPSN	1	RAPSN	
LILRA6	1	LILRA6	
WAS	1	WAS	
LILRA2	1	LILRA2	
LILRA4	1	LILRA4	
LILRA5	1	LILRA5	
TRAPPC12-AS1	1	TRAPPC12-AS1	
TLDC2	1	TLDC2	
MAP4K5	1	MAP4K5	
MPZL3	1	MPZL3	
MAP4K3	1	MAP4K3	
CORIN	1	CORIN	
MPZL1	1	MPZL1	
MAP4K4	1	MAP4K4	
MPZL2	1	MPZL2	
DNAJC5B	1	DNAJC5B	
STAC3	1	STAC3	
LILRB2	1	LILRB2	
LILRB3	1	LILRB3	
LILRB4	1	LILRB4	
LILRB5	1	LILRB5	
TJP1	1	TJP1	
TOMM7	1	TOMM7	
TJP3	1	TJP3	
TOMM5	1	TOMM5	
TJP2	1	TJP2	
TOMM6	1	TOMM6	
PPP1R26-AS1	1	PPP1R26-AS1	
SPANXA2-OT1	1	SPANXA2-OT1	
AMY2B	1	AMY2B	
RBFADN	1	RBFADN	
ARID4A	1	ARID4A	
ARID4B	1	ARID4B	
TMEM140	1	TMEM140	
MANEA	1	MANEA	
TMEM141	1	TMEM141	
PCAT1	1	PCAT1	
TMEM143	1	TMEM143	
TMEM144	1	TMEM144	
TMEM145	1	TMEM145	
TMEM147	1	TMEM147	
PTTG1	1	PTTG1	
PCAT7	1	PCAT7	
PDE8B	1	PDE8B	
PDE8A	1	PDE8A	
TMEM14A	1	TMEM14A	
TMEM14B	1	TMEM14B	
TMEM14C	1	TMEM14C	
UNC5CL	1	UNC5CL	
ARID5A	1	ARID5A	
ARID5B	1	ARID5B	
CGRRF1	1	CGRRF1	
TMEM131	1	TMEM131	
SGO1	1	SGO1	
SGO2	1	SGO2	
TMEM134	1	TMEM134	
CCDC28A-AS1	1	CCDC28A-AS1	
TMEM135	1	TMEM135	
TMEM138	1	TMEM138	
DNAJC30	1	DNAJC30	
UGDH-AS1	1	UGDH-AS1	
STAM2	1	STAM2	
PDE9A	1	PDE9A	
FAIM	1	FAIM	
ATP6V1A	1	ATP6V1A	
DNAJC22	1	DNAJC22	
DNAJC24	1	DNAJC24	
DNAJC25	1	DNAJC25	
DNAJC27	1	DNAJC27	
DNAJC28	1	DNAJC28	
SEL1L3	1	SEL1L3	
TMEM123	1	TMEM123	
PODXL	1	PODXL	
TMEM127	1	TMEM127	
TMEM128	1	TMEM128	
DNAJC21	1	DNAJC21	
TMEM129	1	TMEM129	
ATP6V1H	1	ATP6V1H	
SUDS3	1	SUDS3	
ATP6V1D	1	ATP6V1D	
ASIC3	1	ASIC3	
ATP6V1F	1	ATP6V1F	
DNAJC19	1	DNAJC19	
EPHX2	1	EPHX2	
EPHX1	1	EPHX1	
DNAJC11	1	DNAJC11	
DNAJC13	1	DNAJC13	
DNAJC14	1	DNAJC14	
DNAJC15	1	DNAJC15	
DNAJC16	1	DNAJC16	
DNAJC17	1	DNAJC17	
ERVK3-1	1	ERVK3-1	
DNAJC18	1	DNAJC18	
TMEM115	1	TMEM115	
GDNF	1	GDNF	
TMEM116	1	TMEM116	
TMEM117	1	TMEM117	
DNAJC10	1	DNAJC10	
TMEM119	1	TMEM119	
OR2A7	1	OR2A7	
POC1B-GALNT4	1	POC1B-GALNT4	
ACADVL	1	ACADVL	
MCTP1	1	MCTP1	
PDE3B	1	PDE3B	
ELAVL4	1	ELAVL4	
FRMD6-AS1	1	FRMD6-AS1	
ELAVL1	1	ELAVL1	
SGSH	1	SGSH	
TMEM101	1	TMEM101	
KRT10-AS1	1	TMEM99	
TMEM102	1	TMEM102	
TMEM104	1	TMEM104	
ENOSF1	1	ENOSF1	
TMEM107	1	TMEM107	
PDE4B	1	PDE4B	
PDE4A	1	PDE4A	
TMEM109	1	TMEM109	
HIBCH	1	HIBCH	
PDE4D	1	PDE4D	
PDE4C	1	PDE4C	
ARID1A	1	ARID1A	
UPK3B	1	UPK3B	
ARID1B	1	ARID1B	
LATS1	1	LATS1	
LATS2	1	LATS2	
EHHADH	1	EHHADH	
PDE5A	1	PDE5A	
MCTP2	1	MCTP2	
FAN1	1	FAN1	
OR2G6	1	OR2G6	
POLDIP2	1	POLDIP2	
POLDIP3	1	POLDIP3	
IER5L	1	IER5L	
WIZ	1	WIZ	
DBF4B	1	DBF4B	
CZIB	1	CZIB	
SLC22A18AS	1	SLC22A18AS	
PDE6D	1	PDE6D	
PDE6B	1	PDE6B	
PDE6A	1	PDE6A	
ATE1	1	ATE1	
WTAP	1	WTAP	
SGTB	1	SGTB	
SGTA	1	SGTA	
DTNBP1	1	DTNBP1	
ZFC3H1	1	ZFC3H1	
ARID3A	1	ARID3A	
ARID3B	1	ARID3B	
SH3YL1	1	SH3YL1	
LTBR	1	LTBR	
PDE7B	1	PDE7B	
PDE7A	1	PDE7A	
ATF1	1	ATF1	
ATF2	1	ATF2	
PRMT5-AS1	1	PRMT5-AS1	
MT-CO1	1	MT-CO1	
TESK1	1	TESK1	
TESK2	1	TESK2	
NDST2	1	NDST2	
NDST1	1	NDST1	
ENDOV	1	ENDOV	
C3AR1	1	C3AR1	
EBLN3P	1	EBLN3P	
FOXO3B	1	FOXO3B	
SUPT20H	1	SUPT20H	
WLS	1	WLS	
ATG3	1	ATG3	
ENDOG	1	ENDOG	
MCEMP1	1	MCEMP1	
CD2AP	1	CD2AP	
ATF7	1	ATF7	
FAR1	1	FAR1	
MT-CO2	1	MT-CO2	
FAR2	1	FAR2	
MT-CO3	1	MT-CO3	
ATF5	1	ATF5	
ATF6	1	ATF6	
ATF3	1	ATF3	
ATF4	1	ATF4	
PDGFB	1	PDGFB	
TPRG1L	1	TPRG1L	
PDGFA	1	PDGFA	
CIAO3	1	CIAO3	
CIAO1	1	CIAO1	
EPB41L5	1	EPB41L5	
EPB41L1	1	EPB41L1	
EPB41L2	1	EPB41L2	
PDGFD	1	PDGFD	
EPB41L3	1	EPB41L3	
PDGFC	1	PDGFC	
PIP5K1A	1	PIP5K1A	
PIP5K1C	1	PIP5K1C	
ATG7	1	ATG7	
ATG5	1	ATG5	
VANGL1	1	VANGL1	
PRXL2A	1	PRXL2A	
PRXL2B	1	PRXL2B	
FASN	1	FASN	
PRXL2C	1	PRXL2C	
FAT1	1	FAT1	
FAT2	1	FAT2	
HNRNPA1L2	1	HNRNPA1L2	
LIN54	1	LIN54	
BHLHE41	1	BHLHE41	
SMPD3	1	SMPD3	
SMPD2	1	SMPD2	
PINK1-AS	1	PINK1-AS	
SMPD4	1	SMPD4	
ATIC	1	ATIC	
SMPD1	1	SMPD1	
TCP11L1	1	TCP11L1	
TCP11L2	1	TCP11L2	
ENOPH1	1	ENOPH1	
LIN52	1	LIN52	
GATD1	1	GATD1	
MIR646HG	1	MIR646HG	
GTSE1-DT	1	GTSE1-DT	
PHF20L1	1	PHF20L1	
CDC20B	1	CDC20B	
SAMD5	1	SAMD5	
SAMD8	1	SAMD8	
ATL3	1	ATL3	
SAMD9	1	SAMD9	
LIN37	1	LIN37	
ATL1	1	ATL1	
ATL2	1	ATL2	
WRN	1	WRN	
CNPY4	1	CNPY4	
FPGT-TNNI3K	1	FPGT-TNNI3K	
SAMD1	1	SAMD1	
LIMS3	1	LIMS3	
C4orf3	1	C4orf3	
WTIP	1	WTIP	
TMEM273	1	TMEM273	
FAM200B	1	FAM200B	
FAM200A	1	FAM200A	
SLMAP	1	SLMAP	
EBAG9	1	EBAG9	
LIMS1	1	LIMS1	
MPV17L	1	MPV17L	
ATN1	1	ATN1	
LTN1	1	LTN1	
FAM204A	1	FAM204A	
HHAT	1	HHAT	
CEP250	1	CEP250	
LINC02311	1	LINC02311	
EIF1AY	1	EIF1AY	
EIF1AX	1	EIF1AX	
CNPY2	1	CNPY2	
CNPY3	1	CNPY3	
CDC25C	1	CDC25C	
CDC25A	1	CDC25A	
CDC25B	1	CDC25B	
TPST2	1	TPST2	
TPST1	1	TPST1	
HNF1A-AS1	1	HNF1A-AS1	
LINC02306	1	LINC02306	
LINC02301	1	LINC02301	
LINC01010	1	LINC01010	
CD274	1	CD274	
LINC01011	1	LINC01011	
LINC01012	1	LINC01012	
SHC3	1	SHC3	
SHC1	1	SHC1	
LIN7C	1	LIN7C	
LIN7B	1	LIN7B	
EIF1AD	1	EIF1AD	
TKFC	1	TKFC	
EIF4EBP1	1	EIF4EBP1	
EIF4EBP2	1	EIF4EBP2	
EIF4EBP3	1	EIF4EBP3	
LINC01003	1	LINC01003	
LINC01004	1	LINC01004	
LINC02334	1	LINC02334	
CD276	1	CD276	
LINC01006	1	LINC01006	
LINC02336	1	LINC02336	
LINC01001	1	LINC01001	
LINC01002	1	LINC01002	
MFSD6L	1	MFSD6L	
LTO1	1	LTO1	
LINC02328	1	LINC02328	
LINC02327	1	LINC02327	
MT-CYB	1	MT-CYB	
LINC02324	1	LINC02324	
LRGUK	1	LRGUK	
LEAP2	1	LEAP2	
MCMDC2	1	MCMDC2	
AKAP8L	1	AKAP8L	
TSPAN10	1	TSPAN10	
HHEX	1	HHEX	
TAGAP	1	TAGAP	
UNKL	1	UNKL	
CEP290	1	CEP290	
UBE2F-SCLY	1	UBE2F-SCLY	
APAF1	1	APAF1	
CEP295	1	CEP295	
ATRX	1	ATRX	
SEZ6L	1	SEZ6L	
ATRN	1	ATRN	
TMBIM4	1	TMBIM4	
TMBIM1	1	TMBIM1	
TMBIM6	1	TMBIM6	
PRPS2	1	PRPS2	
PRPS1	1	PRPS1	
WAC-AS1	1	WAC-AS1	
PBXIP1	1	PBXIP1	
TSPAN33	1	TSPAN33	
TSPAN32	1	TSPAN32	
DEPP1	1	DEPP1	
TSPAN31	1	TSPAN31	
KCTD20	1	KCTD20	
KCTD21	1	KCTD21	
H2AZ1	1	H2AZ1	
H2AZ2	1	H2AZ2	
MARCKSL1	1	MARCKSL1	
PCDH9	1	PCDH9	
MID1IP1	1	MID1IP1	
SYT15	1	SYT15	
SYT14	1	SYT14	
REC8	1	REC8	
SYT17	1	SYT17	
TSPAN15	1	TSPAN15	
TSPAN14	1	TSPAN14	
TSPAN13	1	TSPAN13	
SYT12	1	SYT12	
SYT11	1	SYT11	
TSPAN19	1	TSPAN19	
TSPAN17	1	TSPAN17	
PIK3AP1	1	PIK3AP1	
RECK	1	RECK	
SHFL	1	SHFL	
KDM2B-DT	1	KDM2B-DT	
CD244	1	CD244	
LTV1	1	LTV1	
SMARCAL1	1	SMARCAL1	
LINC02289	1	LINC02289	
HHIP	1	HHIP	
LINC02285	1	LINC02285	
NUDT1	1	NUDT1	
NTAQ1	1	NTAQ1	
NUDT2	1	NUDT2	
LINC02280	1	LINC02280	
NUDT5	1	NUDT5	
NUDT6	1	NUDT6	
NUDT3	1	NUDT3	
IL27RA	1	IL27RA	
NUDT4	1	NUDT4	
MCCC1-AS1	1	MCCC1-AS1	
MAP4K3-DT	1	MAP4K3-DT	
MFSD2A	1	MFSD2A	
LINC02275	1	LINC02275	
MFSD11	1	MFSD11	
MFSD12	1	MFSD12	
MFSD10	1	MFSD10	
ARGFX	1	ARGFX	
KCTD10	1	KCTD10	
KCTD13	1	KCTD13	
CD226	1	CD226	
KCTD11	1	KCTD11	
KCTD12	1	KCTD12	
BCORL1	1	BCORL1	
KCTD17	1	KCTD17	
OR5A2	1	OR5A2	
KCTD18	1	KCTD18	
OR5A1	1	OR5A1	
LINC02268	1	LINC02268	
USHBP1	1	USHBP1	
FBF1	1	FBF1	
LPAR1	1	LPAR1	
LPAR2	1	LPAR2	
MBTD1	1	MBTD1	
CEP192	1	CEP192	
DMAC2L	1	DMAC2L	
STAT5A	1	STAT5A	
STAT5B	1	STAT5B	
ZNRD2-DT	1	ZNRD2-AS1	
GREB1	1	GREB1	
OSGIN1	1	OSGIN1	
BSDC1	1	BSDC1	
OSGIN2	1	OSGIN2	
NTAN1	1	NTAN1	
AIMP1	1	AIMP1	
AIMP2	1	AIMP2	
ALDH6A1	1	ALDH6A1	
UBAC2-AS1	1	UBAC2-AS1	
LPAR5	1	LPAR5	
CD209	1	CD209	
LPAR6	1	LPAR6	
CD207	1	CD207	
KYAT3	1	KYAT3	
KYAT1	1	KYAT1	
SUGP2	1	SUGP2	
RPL17-C18orf32	1	RPL17-C18orf32	
SUGP1	1	SUGP1	
DHRS12	1	DHRS12	
DHRS13	1	DHRS13	
LINC02245	1	LINC02245	
DHRS11	1	DHRS11	
FBH1	1	FBH1	
IL24	1	IL24	
LINC02240	1	LINC02240	
WFDC1	1	WFDC1	
SH3RF1	1	SH3RF1	
B3GNTL1	1	B3GNTL1	
AKAP12	1	AKAP12	
AKAP13	1	AKAP13	
AKAP10	1	AKAP10	
AKAP11	1	AKAP11	
SPTAN1	1	SPTAN1	
IL10	1	IL10	
ATMIN	1	ATMIN	
IL15	1	IL15	
PABPC4	1	PABPC4	
IL18	1	IL18	
IL19	1	IL19	
IL16	1	IL16	
IL1A	1	IL1A	
ZADH2	1	ZADH2	
IL1B	1	IL1B	
LINC02228	1	LINC02228	
PABPC1	1	PABPC1	
SEPTIN7-DT	1	SEPTIN7-DT	
TAGLN	1	TAGLN	
LINC02263	1	LINC02263	
RELA	1	RELA	
RELB	1	RELB	
MFSD4A	1	MFSD4A	
PDZD11	1	PDZD11	
MGAT5	1	MGAT5	
MGAT3	1	MGAT3	
MGAT1	1	MGAT1	
MGAT2	1	MGAT2	
RELT	1	RELT	
MFSD4B	1	MFSD4B	
IL32	1	IL32	
LINC02254	1	LINC02254	
H2BC9	1	H2BC9	
LINC02256	1	LINC02256	
H2BC8	1	H2BC8	
PNPLA7	1	PNPLA7	
H2BC5	1	H2BC5	
PNPLA8	1	PNPLA8	
H2BC4	1	H2BC4	
VEGFB	1	VEGFB	
PCDHB14	1	PCDHB14	
PCDHB13	1	PCDHB13	
PCDHB11	1	PCDHB11	
VEGFA	1	VEGFA	
NUDT9	1	NUDT9	
SH3RF3	1	SH3RF3	
NUDT7	1	NUDT7	
MIS18A	1	MIS18A	
NUDT8	1	NUDT8	
HNRNPA2B1	1	HNRNPA2B1	
OTULIN	1	OTULIN	
PCDHB16	1	PCDHB16	
PNPLA3	1	PNPLA3	
PNPLA4	1	PNPLA4	
CCNYL1	1	CCNYL1	
AGGF1	1	AGGF1	
PNPLA6	1	PNPLA6	
KIAA1958	1	KIAA1958	
LINC02246	1	LINC02246	
PNPLA2	1	PNPLA2	
UBE3C	1	UBE3C	
ZFAND4	1	ZFAND4	
UBE3D	1	UBE3D	
ZFAND3	1	ZFAND3	
ZFAND6	1	ZFAND6	
ZFAND5	1	ZFAND5	
UBE3A	1	UBE3A	
TMEM260	1	TMEM260	
ZFAND1	1	ZFAND1	
UBE3B	1	UBE3B	
SBF2-AS1	1	SBF2-AS1	
UBE2Z	1	UBE2Z	
TMEM262	1	TMEM262	
TMEM263	1	TMEM263	
TMEM266	1	TMEM266	
TMEM267	1	TMEM267	
TMEM268	1	TMEM268	
TMEM269	1	TMEM269	
IL6R	1	IL6R	
GEN1	1	GEN1	
IL4R	1	IL4R	
UBE4A	1	UBE4A	
UBE4B	1	UBE4B	
POU3F1	1	POU3F1	
TMEM250	1	TMEM250	
TMEM251	1	TMEM251	
TMEM254	1	TMEM254	
TMEM256	1	TMEM256	
SHQ1	1	SHQ1	
TM4SF19-DYNLT2B	1	TM4SF19-DYNLT2B	
MAP7D3	1	MAP7D3	
TMEM258	1	TMEM258	
TMEM259	1	TMEM259	
MAP7D1	1	MAP7D1	
SHPK	1	SHPK	
EHBP1L1	1	EHBP1L1	
SIDT1	1	SIDT1	
SIDT2	1	SIDT2	
CACNA1A	1	CACNA1A	
CACNA1D	1	CACNA1D	
CACNA1C	1	CACNA1C	
CACNA1F	1	CACNA1F	
C8orf44	1	C8orf44	
TMEM241	1	TMEM241	
TMEM242	1	TMEM242	
TMEM243	1	TMEM243	
TMEM245	1	TMEM245	
TMEM248	1	TMEM248	
DHRS7B	1	DHRS7B	
MFAP3L	1	MFAP3L	
UBE2F	1	UBE2F	
UBE2H	1	UBE2H	
UBE2I	1	UBE2I	
PDHA1	1	PDHA1	
UBE2B	1	UBE2B	
OR5H1	1	OR5H1	
UBE2C	1	UBE2C	
UBE2A	1	UBE2A	
C8orf33	1	C8orf33	
TMEM230	1	TMEM230	
TJAP1	1	TJAP1	
GVQW3	1	GVQW3	
TMEM231	1	TMEM231	
UBE2W	1	UBE2W	
TMEM234	1	TMEM234	
TMEM236	1	TMEM236	
UBE2S	1	UBE2S	
TMEM237	1	TMEM237	
CCPG1	1	CCPG1	
UBE2T	1	UBE2T	
BHLHE40	1	BHLHE40	
UBE2N	1	UBE2N	
UBE2O	1	UBE2O	
MANSC1	1	MANSC1	
MXD1	1	MXD1	
IL7R	1	IL7R	
UBE2K	1	UBE2K	
MXD3	1	MXD3	
MXD4	1	MXD4	
UBE2M	1	UBE2M	
FBN1	1	FBN1	
RERE	1	RERE	
PHTF2	1	PHTF2	
PHTF1	1	PHTF1	
TMEM220	1	TMEM220	
TMEM222	1	TMEM222	
TMEM223	1	TMEM223	
RASGEF1A	1	RASGEF1A	
RASGEF1B	1	RASGEF1B	
MAN1A2	1	MAN1A2	
RASGEF1C	1	RASGEF1C	
DACT3	1	DACT3	
MAN1A1	1	MAN1A1	
GET1	1	GET1	
GET3	1	GET3	
SNTA1	1	SNTA1	
GET4	1	GET4	
UBR5-DT	1	UBR5-AS1	
SLC12A5-AS1	1	SLC12A5-AS1	
GREM1	1	GREM1	
TMEM212	1	TMEM212	
