NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ABUD_SIGNATURE	ABUD_SIGNATURE	Details ...	54	-0.5286356	-2.002713	0.0	0.0	0.0	2701	tags=37%, list=19%, signal=45%	
